Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_five_per,Total,Date,Time,Payment,cogs,gross_margin_percentage,gross_income,Rating
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7.00,18.9980,398.9580,1/27/2019,18:05,Ewallet,379.96,4.7619,18.9980,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7.00,34.8425,731.6925,3/14/2019,12:07,Cash,696.85,4.7619,34.8425,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7.00,20.4365,429.1665,2/23/2019,19:49,Credit card,408.73,4.7619,20.4365,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1.00,2.5735,54.0435,3/18/2019,15:52,Ewallet,51.47,4.7619,2.5735,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5.00,13.7150,288.0150,3/29/2019,16:48,Ewallet,274.30,4.7619,13.7150,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5.00,9.8475,206.7975,1/22/2019,20:46,Credit card,196.95,4.7619,9.8475,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2.00,3.4730,72.9330,03-01-19,18:14,Ewallet,69.46,4.7619,3.4730,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5.00,17.9800,377.5800,1/17/2019,15:05,Credit card,359.60,4.7619,17.9800,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3.00,6.8565,143.9865,3/26/2019,10:34,Credit card,137.13,4.7619,6.8565,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6.00,24.9510,523.9710,3/20/2019,11:23,Cash,499.02,4.7619,24.9510,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6.00,11.2320,235.8720,02-06-19,13:55,Credit card,224.64,4.7619,11.2320,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2.00,6.2870,132.0270,01-01-19,11:43,Cash,125.74,4.7619,6.2870,5.0
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6.00,24.5130,514.7730,1/27/2019,14:36,Credit card,490.26,4.7619,24.5130,8.0
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5.00,22.8525,479.9025,2/25/2019,16:03,Ewallet,457.05,4.7619,22.8525,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4.00,7.8420,164.6820,1/16/2019,20:03,Credit card,156.84,4.7619,7.8420,9.0
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2.00,5.9860,125.7060,1/13/2019,14:55,Ewallet,119.72,4.7619,5.9860,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10.00,27.1800,570.7800,02-07-19,11:28,Credit card,543.60,4.7619,27.1800,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9.00,44.1405,926.9505,2/17/2019,19:41,Cash,882.81,4.7619,44.1405,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6.00,7.6290,160.2090,02-12-19,19:01,Ewallet,152.58,4.7619,7.6290,7.0
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8.00,34.6720,728.1120,1/24/2019,18:04,Credit card,693.44,4.7619,34.6720,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10.00,11.4750,240.9750,02-06-19,19:20,Ewallet,229.50,4.7619,11.4750,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9.00,7.3395,154.1295,3/26/2019,10:31,Ewallet,146.79,4.7619,7.3395,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5.00,7.0800,148.6800,03-11-19,13:28,Ewallet,141.60,4.7619,7.0800,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7.00,5.8345,122.5245,02-07-19,11:36,Ewallet,116.69,4.7619,5.8345,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1.00,3.6980,77.6580,01-05-19,11:32,Credit card,73.96,4.7619,3.6980,5.0
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1.00,4.8970,102.8370,03-07-19,11:44,Ewallet,97.94,4.7619,4.8970,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4.00,14.6100,306.8100,2/25/2019,17:16,Credit card,292.20,4.7619,14.6100,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6.00,26.2440,551.1240,02-01-19,18:43,Ewallet,524.88,4.7619,26.2440,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3.00,4.6020,96.6420,1/22/2019,11:00,Ewallet,92.04,4.7619,4.6020,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1.00,3.7940,79.6740,01-03-19,10:30,Credit card,75.88,4.7619,3.7940,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4.00,4.0360,84.7560,2/13/2019,12:14,Credit card,80.72,4.7619,4.0360,5.0
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6.00,5.6310,118.2510,1/28/2019,16:43,Credit card,112.62,4.7619,5.6310,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.20,1.00,3.5600,74.7600,01-05-19,20:40,Credit card,71.20,4.7619,3.5600,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4.00,7.7620,163.0020,3/19/2019,13:40,Ewallet,155.24,4.7619,7.7620,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10.00,14.7100,308.9100,01-12-19,16:23,Ewallet,294.20,4.7619,14.7100,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9.00,27.4275,575.9775,01-07-19,12:08,Credit card,548.55,4.7619,27.4275,6.0
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5.00,12.8850,270.5850,1/26/2019,17:45,Cash,257.70,4.7619,12.8850,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6.00,19.8180,416.1780,1/23/2019,10:28,Cash,396.36,4.7619,19.8180,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3.00,8.5905,180.4005,02-09-19,20:31,Ewallet,171.81,4.7619,8.5905,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9.00,24.4395,513.2295,2/22/2019,10:49,Cash,488.79,4.7619,24.4395,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9.00,26.2080,550.3680,02-05-19,12:34,Cash,524.16,4.7619,26.2080,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6.00,6.6630,139.9230,03-07-19,10:23,Credit card,133.26,4.7619,6.6630,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7.00,6.7620,142.0020,3/25/2019,18:51,Cash,135.24,4.7619,6.7620,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3.00,5.6220,118.0620,1/20/2019,13:45,Credit card,112.44,4.7619,5.6220,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2.00,7.2040,151.2840,02-04-19,19:38,Cash,144.08,4.7619,7.2040,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10.00,49.2600,1034.4600,1/30/2019,20:23,Ewallet,985.20,4.7619,49.2600,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6.00,12.4980,262.4580,01-02-19,15:24,Ewallet,249.96,4.7619,12.4980,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3.00,10.8630,228.1230,3/29/2019,16:54,Ewallet,217.26,4.7619,10.8630,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9.00,9.7110,203.9310,3/14/2019,12:32,Cash,194.22,4.7619,9.7110,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.20,10.00,44.6000,936.6000,02-11-19,15:42,Credit card,892.00,4.7619,44.6000,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8.00,16.9680,356.3280,1/30/2019,13:58,Ewallet,339.36,4.7619,16.9680,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6.00,22.3530,469.4130,3/20/2019,15:08,Ewallet,447.06,4.7619,22.3530,5.0
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2.00,9.9250,208.4250,3/20/2019,13:02,Cash,198.50,4.7619,9.9250,9.0
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10.00,40.6050,852.7050,1/17/2019,13:01,Credit card,812.10,4.7619,40.6050,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10.00,24.6650,517.9650,02-03-19,16:40,Credit card,493.30,4.7619,24.6650,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9.00,29.5830,621.2430,01-01-19,13:55,Cash,591.66,4.7619,29.5830,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7.00,27.9510,586.9710,01-10-19,10:33,Credit card,559.02,4.7619,27.9510,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7.00,25.8930,543.7530,03-02-19,16:42,Ewallet,517.86,4.7619,25.8930,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5.00,20.5100,430.7100,2/25/2019,17:16,Credit card,410.20,4.7619,20.5100,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10.00,13.3350,280.0350,1/29/2019,11:48,Cash,266.70,4.7619,13.3350,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7.00,3.5455,74.4555,03-10-19,19:35,Ewallet,70.91,4.7619,3.5455,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2.00,7.2390,152.0190,1/13/2019,19:55,Credit card,144.78,4.7619,7.2390,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5.00,21.4775,451.0275,3/22/2019,14:33,Credit card,429.55,4.7619,21.4775,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7.00,28.4585,597.6285,03-01-19,19:49,Ewallet,569.17,4.7619,28.4585,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.30,4.00,12.0600,253.2600,2/20/2019,18:43,Cash,241.20,4.7619,12.0600,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4.00,6.3540,133.4340,1/14/2019,14:43,Ewallet,127.08,4.7619,6.3540,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4.00,12.8540,269.9340,3/26/2019,13:54,Cash,257.08,4.7619,12.8540,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2.00,6.9510,145.9710,03-01-19,12:15,Ewallet,139.02,4.7619,6.9510,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3.00,4.0830,85.7430,01-07-19,12:37,Cash,81.66,4.7619,4.0830,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4.00,15.5360,326.2560,02-01-19,19:54,Cash,310.72,4.7619,15.5360,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2.00,9.2980,195.2580,2/13/2019,15:06,Credit card,185.96,4.7619,9.2980,8.0
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4.00,3.6160,75.9360,1/14/2019,18:03,Credit card,72.32,4.7619,3.6160,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3.00,9.4590,198.6390,1/19/2019,15:58,Ewallet,189.18,4.7619,9.4590,7.0
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4.00,10.3420,217.1820,03-09-19,13:53,Credit card,206.84,4.7619,10.3420,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3.00,7.8510,164.8710,3/27/2019,14:03,Cash,157.02,4.7619,7.8510,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5.00,10.7650,226.0650,02-04-19,16:38,Ewallet,215.30,4.7619,10.7650,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10.00,29.8050,625.9050,3/14/2019,11:07,Cash,596.10,4.7619,29.8050,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5.00,3.6550,76.7550,03-04-19,12:23,Cash,73.10,4.7619,3.6550,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6.00,13.9590,293.1390,03-03-19,10:54,Credit card,279.18,4.7619,13.9590,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7.00,8.4840,178.1640,1/27/2019,17:38,Ewallet,169.68,4.7619,8.4840,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1.00,2.2790,47.8590,02-07-19,14:13,Cash,45.58,4.7619,2.2790,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.20,3.00,11.2800,236.8800,02-05-19,11:51,Ewallet,225.60,4.7619,11.2800,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.80,3.00,14.5200,304.9200,3/15/2019,13:05,Cash,290.40,4.7619,14.5200,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3.00,2.2230,46.6830,03-01-19,11:30,Credit card,44.46,4.7619,2.2230,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.20,3.00,7.8300,164.4300,2/15/2019,13:30,Credit card,156.60,4.7619,7.8300,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9.00,20.9970,440.9370,2/17/2019,19:11,Ewallet,419.94,4.7619,20.9970,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5.00,9.2125,193.4625,1/26/2019,18:53,Cash,184.25,4.7619,9.2125,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2.00,7.0320,147.6720,3/24/2019,14:22,Ewallet,140.64,4.7619,7.0320,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1.00,4.1540,87.2340,1/23/2019,17:16,Ewallet,83.08,4.7619,4.1540,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1.00,3.2495,68.2395,1/26/2019,10:06,Credit card,64.99,4.7619,3.2495,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10.00,38.7800,814.3800,3/14/2019,20:35,Ewallet,775.60,4.7619,38.7800,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6.00,16.3530,343.4130,3/17/2019,13:54,Ewallet,327.06,4.7619,16.3530,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7.00,18.1615,381.3915,01-08-19,20:08,Cash,363.23,4.7619,18.1615,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4.00,6.3500,133.3500,02-08-19,15:26,Cash,127.00,4.7619,6.3500,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7.00,18.7775,394.3275,02-10-19,12:56,Ewallet,375.55,4.7619,18.7775,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4.00,9.9580,209.1180,3/28/2019,19:16,Credit card,199.16,4.7619,9.9580,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1.00,1.5305,32.1405,1/23/2019,12:20,Ewallet,30.61,4.7619,1.5305,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2.00,5.7890,121.5690,1/17/2019,10:37,Ewallet,115.78,4.7619,5.7890,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1.00,1.4480,30.4080,02-07-19,10:18,Credit card,28.96,4.7619,1.4480,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9.00,44.5365,935.2665,03-09-19,11:23,Cash,890.73,4.7619,44.5365,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3.00,13.9830,293.6430,1/24/2019,11:45,Cash,279.66,4.7619,13.9830,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1.00,4.0465,84.9765,1/19/2019,16:08,Credit card,80.93,4.7619,4.0465,9.0
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10.00,33.7250,708.2250,02-03-19,11:25,Ewallet,674.50,4.7619,33.7250,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9.00,17.4240,365.9040,3/20/2019,12:24,Ewallet,348.48,4.7619,17.4240,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.60,6.00,21.7800,457.3800,1/13/2019,19:51,Cash,435.60,4.7619,21.7800,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5.00,21.9775,461.5275,3/14/2019,18:10,Ewallet,439.55,4.7619,21.9775,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6.00,29.5590,620.7390,1/23/2019,11:22,Credit card,591.18,4.7619,29.5590,4.0
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6.00,13.0380,273.7980,02-07-19,17:55,Ewallet,260.76,4.7619,13.0380,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3.00,10.7520,225.7920,3/28/2019,15:30,Credit card,215.04,4.7619,10.7520,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1.00,4.5805,96.1905,3/20/2019,19:44,Cash,91.61,4.7619,4.5805,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7.00,33.1065,695.2365,1/17/2019,15:27,Credit card,662.13,4.7619,33.1065,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10.00,41.6250,874.1250,01-12-19,11:25,Credit card,832.50,4.7619,41.6250,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1.00,4.5675,95.9175,2/16/2019,15:42,Cash,91.35,4.7619,4.5675,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2.00,7.8880,165.6480,1/26/2019,16:04,Cash,157.76,4.7619,7.8880,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2.00,6.0870,127.8270,03-09-19,12:37,Ewallet,121.74,4.7619,6.0870,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10.00,41.2900,867.0900,3/14/2019,14:41,Cash,825.80,4.7619,41.2900,5.0
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.30,3.00,7.9950,167.8950,1/25/2019,14:19,Ewallet,159.90,4.7619,7.9950,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1.00,0.6045,12.6945,1/26/2019,18:19,Credit card,12.09,4.7619,0.6045,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10.00,32.0950,673.9950,1/19/2019,14:08,Credit card,641.90,4.7619,32.0950,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3.00,11.7465,246.6765,03-05-19,16:38,Ewallet,234.93,4.7619,11.7465,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2.00,8.3770,175.9170,1/15/2019,10:54,Credit card,167.54,4.7619,8.3770,7.0
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.70,3.00,14.9550,314.0550,3/18/2019,11:29,Ewallet,299.10,4.7619,14.9550,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3.00,11.9865,251.7165,3/20/2019,19:28,Credit card,239.73,4.7619,11.9865,5.0
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10.00,33.2350,697.9350,1/15/2019,15:01,Credit card,664.70,4.7619,33.2350,5.0
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7.00,10.1325,212.7825,03-03-19,20:31,Credit card,202.65,4.7619,10.1325,6.0
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.20,1.00,2.3100,48.5100,3/19/2019,12:16,Cash,46.20,4.7619,2.3100,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5.00,4.4075,92.5575,03-08-19,15:27,Cash,88.15,4.7619,4.4075,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3.00,7.8630,165.1230,2/27/2019,17:36,Ewallet,157.26,4.7619,7.8630,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3.00,14.8185,311.1885,2/23/2019,20:00,Ewallet,296.37,4.7619,14.8185,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8.00,35.4200,743.8200,3/19/2019,15:29,Ewallet,708.40,4.7619,35.4200,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2.00,5.5670,116.9070,3/27/2019,15:08,Ewallet,111.34,4.7619,5.5670,6.0
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8.00,29.0080,609.1680,3/30/2019,19:26,Credit card,580.16,4.7619,29.0080,4.0
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5.00,3.0125,63.2625,2/16/2019,15:53,Ewallet,60.25,4.7619,3.0125,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9.00,8.7120,182.9520,1/18/2019,18:43,Ewallet,174.24,4.7619,8.7120,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6.00,21.0630,442.3230,3/30/2019,14:58,Cash,421.26,4.7619,21.0630,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1.00,1.6815,35.3115,3/20/2019,19:55,Cash,33.63,4.7619,1.6815,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2.00,1.5490,32.5290,1/16/2019,15:10,Cash,30.98,4.7619,1.5490,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10.00,12.3700,259.7700,2/24/2019,16:44,Cash,247.40,4.7619,12.3700,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5.00,18.9150,397.2150,1/15/2019,18:22,Ewallet,378.30,4.7619,18.9150,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6.00,16.7430,351.6030,1/22/2019,11:52,Cash,334.86,4.7619,16.7430,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10.00,36.3900,764.1900,02-03-19,17:24,Cash,727.80,4.7619,36.3900,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9.00,16.7940,352.6740,03-06-19,15:31,Ewallet,335.88,4.7619,16.7940,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4.00,12.0360,252.7560,2/16/2019,18:04,Credit card,240.72,4.7619,12.0360,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3.00,2.3535,49.4235,3/14/2019,14:13,Credit card,47.07,4.7619,2.3535,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1.00,4.9845,104.6745,2/27/2019,10:23,Credit card,99.69,4.7619,4.9845,8.0
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3.00,13.2225,277.6725,1/18/2019,10:11,Ewallet,264.45,4.7619,13.2225,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5.00,6.9825,146.6325,1/29/2019,15:48,Cash,139.65,4.7619,6.9825,5.9
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1.00,2.7725,58.2225,2/26/2019,17:46,Credit card,55.45,4.7619,2.7725,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3.00,6.4455,135.3555,02-03-19,11:46,Cash,128.91,4.7619,6.4455,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7.00,5.9990,125.9790,1/16/2019,12:07,Credit card,119.98,4.7619,5.9990,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6.00,17.6250,370.1250,3/24/2019,18:14,Credit card,352.50,4.7619,17.6250,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.10,10.00,43.5500,914.5500,02-12-19,14:45,Credit card,871.00,4.7619,43.5500,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.80,2.00,9.8800,207.4800,2/21/2019,11:39,Cash,197.60,4.7619,9.8800,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4.00,9.7260,204.2460,02-04-19,15:44,Ewallet,194.52,4.7619,9.7260,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3.00,8.6610,181.8810,2/20/2019,13:06,Ewallet,173.22,4.7619,8.6610,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4.00,3.5940,75.4740,2/23/2019,20:43,Ewallet,71.88,4.7619,3.5940,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6.00,14.3130,300.5730,2/16/2019,14:19,Ewallet,286.26,4.7619,14.3130,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2.00,4.0620,85.3020,1/17/2019,10:01,Credit card,81.24,4.7619,4.0620,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10.00,28.0200,588.4200,1/14/2019,19:30,Ewallet,560.40,4.7619,28.0200,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.40,2.00,9.3400,196.1400,3/30/2019,16:34,Cash,186.80,4.7619,9.3400,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3.00,11.0115,231.2415,03-02-19,13:10,Ewallet,220.23,4.7619,11.0115,4.0
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8.00,13.4560,282.5760,2/15/2019,17:10,Credit card,269.12,4.7619,13.4560,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10.00,22.7400,477.5400,03-01-19,10:22,Credit card,454.80,4.7619,22.7400,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2.00,8.3770,175.9170,2/24/2019,19:57,Cash,167.54,4.7619,8.3770,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7.00,22.4280,470.9880,2/19/2019,19:29,Credit card,448.56,4.7619,22.4280,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4.00,14.6940,308.5740,2/23/2019,18:30,Cash,293.88,4.7619,14.6940,6.0
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10.00,29.4750,618.9750,02-07-19,14:27,Ewallet,589.50,4.7619,29.4750,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.50,6.00,14.5500,305.5500,01-11-19,13:57,Ewallet,291.00,4.7619,14.5500,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1.00,1.9740,41.4540,02-12-19,19:43,Cash,39.48,4.7619,1.9740,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1.00,1.7405,36.5505,1/14/2019,10:11,Credit card,34.81,4.7619,1.7405,7.0
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6.00,14.7960,310.7160,01-09-19,13:46,Ewallet,295.92,4.7619,14.7960,7.1
